[f,da,db,dc,ga,go,t,h,p],
[914.6,1,13,56,3550.2581,9858.1191,22.26,100.00,94208.24],
[914.6,1,13,58,3550.2581,9858.1191,22.27,100.00,94205.86],
[914.6,1,14,0,3550.2581,9858.1191,22.29,100.00,94204.52],
[914.6,1,14,2,3550.2581,9858.1191,22.28,100.00,94210.30],
[914.6,1,14,4,3550.2581,9858.1191,22.29,100.00,94207.92],
[914.6,1,14,6,3550.2581,9858.1191,22.29,100.00,94202.85],
[914.6,1,14,8,3550.2581,9858.1191,22.31,100.00,94212.36],
[914.6,1,14,10,3550.2581,9858.1191,22.31,100.00,94209.98],
[914.6,1,14,12,3550.2581,9858.1191,22.30,100.00,94202.53],
[914.6,1,14,14,3550.2581,9858.1191,22.29,100.00,94195.08],
[914.6,1,14,16,3550.2581,9858.1191,22.32,100.00,94208.32],
[914.6,1,14,18,3550.2581,9858.1191,22.31,100.00,94202.22],
[914.6,1,14,20,3550.2581,9858.1191,22.32,100.00,94209.35],
[914.6,1,14,22,3550.2581,9858.1191,22.32,100.00,94201.19],
[914.6,1,14,24,3550.2581,9858.1191,22.32,100.00,94200.87],
[914.6,1,14,26,3550.2581,9858.1191,22.35,100.00,94200.55],
[914.6,1,14,28,3550.2581,9858.1191,22.32,100.00,94201.90],
[914.6,1,14,30,3550.2581,9858.1191,22.33,100.00,94209.74],
[914.6,1,14,32,3550.2581,9858.1191,22.33,100.00,94204.99],
[914.6,1,14,34,3550.2581,9858.1191,22.35,100.00,94198.88],
[914.6,1,14,36,3550.2581,9858.1191,22.34,100.00,94200.94],
[914.6,1,14,38,3550.2581,9858.1191,22.36,100.00,94206.73],
[914.6,1,14,40,3550.2581,9858.1191,22.35,100.00,94203.32],
[914.6,1,14,42,3550.2581,9858.1191,22.35,100.00,94201.97],
[914.6,1,14,44,3550.2581,9858.1191,22.36,100.00,94203.32],
[914.6,1,14,46,3550.2581,9858.1191,22.37,100.00,94199.60],
[914.6,1,14,48,3550.2581,9858.1191,22.36,100.00,94200.63],
[914.6,1,14,50,3550.2581,9858.1191,22.36,100.00,94200.31],
[914.6,1,14,52,3550.2581,9858.1191,22.35,100.00,94194.52],
[914.6,1,14,54,3550.2581,9858.1191,22.36,100.00,94199.99],
[914.6,1,14,56,3550.2581,9858.1191,22.35,100.00,94204.74],
[914.6,1,14,58,3550.2581,9858.1191,22.36,100.00,94202.37],
[914.6,1,15,0,3550.2581,9858.1191,22.35,100.00,94194.20],
[914.6,1,15,2,3550.2581,9858.1191,22.36,100.00,94189.13],
[914.6,1,15,4,3550.2581,9858.1191,22.35,100.00,94194.91],
[914.6,1,15,6,3550.2581,9858.1191,22.35,100.00,94193.56],
[914.6,1,15,8,3550.2581,9858.1191,22.36,100.00,94196.97],
[914.6,1,15,10,3550.2581,9858.1191,22.35,100.00,94200.38],
[914.6,1,15,12,3550.2578,9858.1191,22.37,100.00,94193.25],
[914.6,1,15,14,3550.2578,9858.1191,22.35,100.00,94196.65],
[914.6,1,15,16,3550.2578,9858.1191,22.37,100.00,94203.47],
[914.6,1,15,18,3550.2578,9858.1191,22.36,100.00,94191.58],
[914.6,1,15,20,3550.2578,9858.1191,22.39,100.00,94192.61],
[914.6,1,15,22,3550.2578,9858.1191,22.38,100.00,94194.99],
[914.6,1,15,24,3550.2578,9858.1191,22.38,100.00,94194.99],
[914.6,1,15,26,3550.2578,9858.1191,22.38,100.00,94191.26],
[914.6,1,15,28,3550.2578,9858.1191,22.36,100.00,94189.91],
[914.6,1,15,30,3550.2578,9858.1191,22.37,100.00,94187.53],
[914.6,1,15,32,3550.2578,9858.1191,22.37,100.00,94189.91],
[914.6,1,15,34,3550.2578,9858.1191,22.37,100.00,94199.11],
[914.6,1,15,36,3550.2578,9858.1191,22.39,100.00,94191.97],
[914.6,1,15,38,3550.2578,9858.1191,22.39,100.00,94188.24],
[914.6,1,15,40,3550.2578,9858.1191,22.38,100.00,94193.00],
[914.6,1,15,42,3550.2578,9858.1191,22.38,100.00,94188.24],
[914.6,1,15,44,3550.2578,9858.1191,22.38,100.00,94186.89],
[914.6,1,15,46,3550.2578,9858.1191,22.38,100.00,94187.92],
[914.6,1,15,48,3550.2578,9858.1191,22.32,100.00,94190.30],
[914.6,1,15,50,3550.2578,9858.1191,22.24,100.00,94185.22],
[914.6,1,15,52,3550.2578,9858.1191,22.20,100.00,94188.63],
[914.6,1,15,54,3550.2578,9858.1191,22.17,100.00,94189.66],
[914.6,1,15,56,3550.2578,9858.1191,22.14,100.00,94183.88],
[914.6,1,15,58,3550.2578,9858.1191,22.14,100.00,94181.50],
[914.6,1,16,0,3550.2578,9858.1191,22.11,100.00,94181.18],
[914.6,1,16,2,3550.2578,9858.1191,22.10,100.00,94184.59],
[914.6,1,16,4,3550.2578,9858.1191,22.11,100.00,94186.64],
[914.6,1,16,6,3550.2578,9858.1191,22.10,100.00,94190.69],
[914.6,1,16,8,3550.2578,9858.1191,22.10,100.00,94192.75],
[914.6,1,16,10,3550.2578,9858.1191,22.11,100.00,94187.99],
[914.6,1,16,12,3550.2578,9858.1191,22.08,100.00,94180.86],
[914.6,1,16,14,3550.2578,9858.1191,22.07,100.00,94181.89],
[914.6,1,16,16,3550.2578,9858.1191,22.08,100.00,94193.46],
[914.6,1,16,18,3550.2578,9858.1191,22.08,100.00,94195.84],
[914.6,1,16,20,3550.2578,9858.1191,22.08,100.00,94188.38],
[914.6,1,16,22,3550.2578,9858.1191,22.09,100.00,94189.73],
[914.6,1,16,24,3550.2578,9858.1191,22.07,100.00,94199.25],
[914.6,1,16,26,3550.2578,9858.1191,22.09,100.00,94185.30],
[914.6,1,16,28,3550.2578,9858.1191,22.19,99.95,94173.72],
[914.6,1,16,30,3550.2578,9858.1191,22.24,98.25,94172.69],
[914.6,1,16,32,3550.2578,9858.1191,22.32,97.37,94169.28],
[914.6,1,16,34,3550.2578,9858.1191,22.35,97.11,94166.91],
[914.6,1,16,36,3550.2578,9858.1191,22.40,96.05,94170.63],
[914.6,1,16,38,3550.2578,9858.1191,22.40,96.46,94189.98],
[914.6,1,16,40,3550.2578,9858.1191,22.40,95.84,94173.33],
[914.6,1,16,42,3550.2578,9858.1191,22.42,96.12,94181.82],
[914.6,1,16,44,3550.2578,9858.1191,22.44,95.64,94196.09],
[914.6,1,16,46,3550.2578,9858.1191,22.42,96.05,94191.33],
[914.6,1,16,48,3550.2578,9858.1191,22.42,95.47,94195.38],
[914.6,1,16,50,3550.2578,9858.1191,22.45,95.44,94186.89],
[914.6,1,16,52,3550.2578,9858.1191,22.44,95.08,94187.21],
[914.6,1,16,54,3550.2578,9858.1191,22.44,95.47,94193.32],
[914.6,1,16,56,3550.2578,9858.1191,22.41,95.25,94197.76],
[914.6,1,16,58,3550.2578,9858.1191,22.42,95.73,94190.94],
[914.6,1,17,0,3550.2578,9858.1191,22.42,95.43,94180.40],
[914.6,1,17,2,3550.2578,9858.1191,22.40,96.23,94199.11],
[914.6,1,17,4,3550.2578,9858.1191,22.39,96.06,94194.67],
[914.6,1,17,6,3550.2578,9858.1191,22.42,95.30,94198.39],
[914.6,1,17,8,3550.2578,9858.1191,22.50,94.73,94170.88],
[914.6,1,17,10,3550.2578,9858.1191,22.54,93.48,94197.36],
[914.6,1,17,12,3550.2578,9858.1191,22.63,93.22,94165.74],
[914.6,1,17,14,3550.2578,9858.1191,22.64,93.04,94184.44],
[914.6,1,17,16,3550.2578,9858.1191,22.65,93.02,94198.71],
[914.6,1,17,18,3550.2578,9858.1191,22.63,92.88,94191.90],
[914.6,1,17,20,3550.2578,9858.1191,22.64,92.59,94184.76],
[914.6,1,17,22,3550.2578,9858.1191,22.66,93.31,94202.76],
[914.6,1,17,24,3550.2578,9858.1191,22.64,93.93,94200.38],
[914.6,1,17,26,3550.2578,9858.1191,22.65,93.81,94202.76],
[914.6,1,17,28,3550.2578,9858.1191,22.61,94.00,94199.35],
[914.6,1,17,30,3550.2578,9858.1191,22.61,94.45,94201.73],
[914.6,1,17,32,3550.2578,9858.1191,22.64,93.36,94201.73],
[914.6,1,17,34,3550.2578,9858.1191,22.67,93.91,94198.00],
[914.6,1,17,36,3550.2578,9858.1191,22.66,93.81,94193.56],
[914.6,1,17,38,3550.2578,9858.1191,22.65,93.92,94197.29],
[914.6,1,17,40,3550.2578,9858.1191,22.68,93.42,94187.46],
[914.6,1,17,42,3550.2578,9858.1191,22.70,93.59,94193.56],
[914.6,1,17,44,3550.2578,9858.1191,22.69,94.33,94197.29],
[914.6,1,17,46,3550.2578,9858.1191,22.66,94.56,94196.26],
[914.6,1,17,48,3550.2578,9858.1191,22.63,94.69,94204.43],
[914.6,1,17,50,3550.2578,9858.1191,22.65,94.29,94198.64],
[914.6,1,17,52,3550.2578,9858.1191,22.64,95.15,94198.64],
[914.6,1,17,54,3550.2578,9858.1191,22.60,94.73,94203.40],
[914.6,1,17,56,3550.2578,9858.1191,22.60,94.86,94196.26],
[914.6,1,17,58,3550.2578,9858.1191,22.63,94.81,94190.48],
[914.6,1,18,0,3550.2578,9858.1191,22.63,94.77,94203.71],
[914.6,1,18,2,3550.2578,9858.1191,22.68,94.29,94192.85],
[914.6,1,18,4,3550.2578,9858.1191,22.69,94.15,94195.23],
[914.6,1,18,6,3550.2578,9858.1191,22.66,94.65,94194.20],
[914.6,1,18,8,3550.2578,9858.1191,22.69,94.19,94204.74],
[914.6,1,18,10,3550.2578,9858.1191,22.67,95.19,94195.23],
[914.6,1,18,12,3550.2578,9858.1191,22.66,95.47,94198.96],
[914.6,1,18,14,3550.2578,9858.1191,22.66,95.24,94202.69],
[914.6,1,18,16,3550.2578,9858.1191,22.64,95.85,94200.31],
[914.6,1,18,18,3550.2578,9858.1191,22.64,95.64,94201.66],
[914.6,1,18,20,3550.2578,9858.1191,22.64,95.97,94194.20],
[914.6,1,18,22,3550.2578,9858.1191,22.62,96.49,94196.58],
[914.6,1,18,24,3550.2578,9858.1201,22.59,96.43,94197.93],
[914.6,1,18,26,3550.2578,9858.1201,22.59,96.81,94192.14],
[914.6,1,18,28,3550.2578,9858.1201,22.56,96.79,94195.55],
[914.6,1,18,30,3550.2578,9858.1201,22.56,96.82,94192.14],
[914.6,1,18,32,3550.2578,9858.1191,22.53,97.36,94193.49],
[914.6,1,18,34,3550.2578,9858.1191,22.55,97.43,94192.14],
[914.6,1,18,36,3550.2578,9858.1191,22.52,97.44,94194.52],
[914.6,1,18,38,3550.2578,9858.1191,22.50,97.56,94195.87],
[914.6,1,18,40,3550.2578,9858.1191,22.50,98.12,94193.49],
[914.6,1,18,42,3550.2578,9858.1191,22.50,98.62,94194.52],
[914.6,1,18,44,3550.2578,9858.1191,22.49,97.69,94189.76],
[914.6,1,18,46,3550.2581,9858.1191,22.50,97.01,94187.39],
[914.6,1,18,48,3550.2581,9858.1191,22.51,97.55,94193.17],
[914.6,1,18,50,3550.2581,9858.1191,22.51,98.08,94185.33],
[914.6,1,18,52,3550.2581,9858.1191,22.51,98.35,94193.17],
[914.6,1,18,54,3550.2581,9858.1191,22.51,98.29,94187.70],
[914.6,1,18,56,3550.2581,9858.1191,22.51,97.72,94189.76],
[914.6,1,18,58,3550.2581,9858.1191,22.50,97.82,94186.04],
[914.6,1,19,0,3550.2581,9858.1191,22.51,97.76,94193.17],
[914.6,1,19,2,3550.2581,9858.1191,22.48,97.73,94191.11],
[914.6,1,19,4,3550.2581,9858.1191,22.51,97.67,94195.87],
[914.6,1,19,6,3550.2581,9858.1191,22.55,96.30,94189.05],
[914.6,1,19,8,3550.2581,9858.1191,22.61,96.45,94186.36],
[914.6,1,19,10,3550.2581,9858.1191,22.61,96.03,94183.98],
[914.6,1,19,12,3550.2581,9858.1191,22.64,95.72,94187.70],
[914.6,1,19,14,3550.2581,9858.1191,22.64,95.78,94185.33],
[914.6,1,19,16,3550.2581,9858.1191,22.62,95.47,94176.84],
[914.6,1,19,18,3550.2581,9858.1191,22.63,95.12,94185.65],
[914.6,1,19,20,3550.2581,9858.1191,22.66,94.49,94183.98],
[914.6,1,19,22,3550.2581,9858.1191,22.69,94.80,94178.19],
[914.6,1,19,24,3550.2581,9858.1191,22.67,94.20,94186.36],
[914.6,1,19,26,3550.2581,9858.1191,22.70,93.99,94174.47],
[914.6,1,19,28,3550.2581,9858.1191,22.69,95.19,94178.19],
[914.6,1,19,30,3550.2581,9858.1191,22.66,95.42,94183.98],
[914.6,1,19,32,3550.2581,9858.1191,22.64,95.08,94181.60],
[914.6,1,19,34,3550.2581,9858.1191,22.66,95.23,94186.67],
[914.6,1,19,36,3550.2581,9858.1191,22.65,95.93,94185.33],
[914.6,1,19,38,3550.2581,9858.1191,22.61,96.33,94181.92],
[914.6,1,19,40,3550.2581,9858.1191,22.60,96.62,94184.30],
[914.6,1,19,42,3550.2581,9858.1191,22.57,96.76,94182.95],
[914.6,1,19,44,3550.2581,9858.1191,22.57,96.24,94185.33],
[914.6,1,19,46,3550.2581,9858.1191,22.56,96.05,94187.70],
[914.6,1,19,48,3550.2581,9858.1191,22.58,95.37,94175.81],
[914.6,1,19,50,3550.2581,9858.1191,22.61,94.84,94174.47],
[914.6,1,19,52,3550.2581,9858.1191,22.64,95.17,94169.71],
[914.6,1,19,54,3550.2581,9858.1191,22.62,95.14,94177.16],
[914.6,1,19,56,3550.2581,9858.1191,22.61,95.27,94182.95],
[914.6,1,19,58,3550.2581,9858.1191,22.65,94.61,94178.19],
[914.6,1,20,0,3550.2581,9858.1191,22.65,94.96,94175.81],
[914.6,1,20,2,3550.2581,9858.1191,22.65,94.82,94179.54],
[914.6,1,20,4,3550.2581,9858.1191,22.63,95.56,94178.19],
[914.6,1,20,6,3550.2581,9858.1191,22.61,95.65,94183.98],
[914.6,1,20,8,3550.2581,9858.1191,22.61,95.42,94173.44],
[914.6,1,20,10,3550.2581,9858.1191,22.64,94.80,94172.09],
[914.6,1,20,12,3550.2581,9858.1191,22.63,94.95,94164.95],
[914.6,1,20,14,3550.2581,9858.1191,22.62,94.84,94183.98],
[914.6,1,20,16,3550.2581,9858.1191,22.63,95.44,94171.06],
[914.6,1,20,18,3550.2581,9858.1191,22.61,95.59,94176.84],
[914.6,1,20,20,3550.2581,9858.1191,22.59,95.68,94173.12],
[914.6,1,20,22,3550.2581,9858.1191,22.61,95.46,94174.47],
[914.6,1,20,24,3550.2581,9858.1191,22.66,95.18,94159.17],
[914.6,1,20,26,3550.2581,9858.1191,22.66,94.83,94173.44],
[914.6,1,20,28,3550.2581,9858.1191,22.64,95.68,94179.22],
[914.6,1,20,30,3550.2581,9858.1191,22.64,95.42,94177.16],
[914.6,1,20,32,3550.2581,9858.1191,22.63,95.53,94174.47],
[914.6,1,20,34,3550.2581,9858.1191,22.61,95.60,94172.09],
[914.6,1,20,36,3550.2581,9858.1191,22.60,95.49,94172.09],
[914.6,1,20,38,3550.2583,9858.1191,22.61,95.22,94163.60],
[914.6,1,20,40,3550.2581,9858.1191,22.60,96.14,94172.09],
[914.6,1,20,42,3550.2583,9858.1191,22.58,96.41,94179.22],
[914.6,1,20,44,3550.2581,9858.1191,22.56,96.36,94174.15],
[914.6,1,20,46,3550.2581,9858.1191,22.55,96.80,94167.33],
[914.6,1,20,48,3550.2581,9858.1191,22.54,97.46,94163.92],
[914.6,1,20,50,3550.2583,9858.1191,22.54,97.22,94172.09],
[914.6,1,20,52,3550.2581,9858.1191,22.53,96.55,94172.09],
[914.6,1,20,54,3550.2581,9858.1191,22.56,96.28,94167.65],
[914.6,1,20,56,3550.2581,9858.1191,22.58,95.94,94175.81],
[914.6,1,20,58,3550.2581,9858.1191,22.59,95.92,94167.65],
[914.6,1,21,0,3550.2581,9858.1191,22.62,96.14,94171.06],
[914.6,1,21,2,3550.2581,9858.1191,22.62,95.91,94173.12],
[914.6,1,21,4,3550.2581,9858.1191,22.62,95.58,94176.84],
[914.6,1,21,6,3550.2581,9858.1191,22.62,95.79,94157.82],
[914.6,1,21,8,3550.2583,9858.1191,22.67,95.08,94161.55],
[914.6,1,21,10,3550.2583,9858.1191,22.66,95.61,94173.44],
[914.6,1,21,12,3550.2583,9858.1191,22.64,95.92,94177.87],
[914.6,1,21,14,3550.2583,9858.1191,22.67,95.46,94169.71],
[914.6,1,21,16,3550.2583,9858.1191,22.64,95.80,94166.30],
[914.6,1,21,18,3550.2583,9858.1191,22.68,95.28,94149.66],
[914.6,1,21,20,3550.2583,9858.1191,22.69,94.92,94173.12],
[914.6,1,21,22,3550.2583,9858.1191,22.74,94.72,94168.68],
[914.6,1,21,24,3550.2583,9858.1191,22.74,95.11,94167.33],
[914.6,1,21,26,3550.2583,9858.1191,22.76,94.44,94174.78],
[914.6,1,21,28,3550.2583,9858.1191,22.77,94.12,94166.30],
[914.6,1,21,30,3550.2583,9858.1191,22.76,94.73,94163.92],
[914.6,1,21,32,3550.2583,9858.1191,22.74,94.61,94174.47],
[914.6,1,21,34,3550.2583,9858.1191,22.76,94.57,94161.55],
[914.6,1,21,36,3550.2583,9858.1191,22.75,95.12,94166.30],
[914.6,1,21,38,3550.2583,9858.1191,22.76,94.72,94166.30],
[914.6,1,21,40,3550.2583,9858.1191,22.74,95.65,94162.58],
[914.6,1,21,42,3550.2583,9858.1191,22.75,95.21,94173.12],
[914.6,1,21,44,3550.2583,9858.1191,22.74,95.76,94160.20],
[914.6,1,21,46,3550.2583,9858.1191,22.72,95.28,94164.63],
[914.6,1,21,48,3550.2583,9858.1191,22.73,95.44,94162.58],
[914.6,1,21,50,3550.2583,9858.1191,22.72,95.70,94163.60],
[914.6,1,21,52,3550.2583,9858.1191,22.69,95.25,94168.36],
[914.6,1,21,54,3550.2583,9858.1191,22.71,95.31,94161.55],
[914.6,1,21,56,3550.2583,9858.1191,22.70,95.17,94157.82],
[914.6,1,21,58,3550.2583,9858.1191,22.76,94.30,94157.82],
[914.6,1,22,0,3550.2583,9858.1191,22.83,94.37,94154.41],
[914.6,1,22,2,3550.2583,9858.1191,22.80,93.71,94165.98],
[914.6,1,22,4,3550.2583,9858.1191,22.81,94.45,94165.98],
[914.6,1,22,6,3550.2583,9858.1191,22.81,94.51,94169.39],
[914.6,1,22,8,3550.2583,9858.1191,22.81,94.47,94167.01],
[914.6,1,22,10,3550.2583,9858.1191,22.81,94.82,94158.85],
[914.6,1,22,12,3550.2583,9858.1191,22.79,94.22,94165.98],
[914.6,1,22,14,3550.2583,9858.1191,22.82,93.92,94153.06],
[914.6,1,22,16,3550.2583,9858.1191,22.84,94.35,94154.09],
[914.6,1,22,18,3550.2583,9858.1191,22.84,94.29,94159.88],
[914.6,1,22,20,3550.2583,9858.1191,22.82,94.91,94155.12],
[914.6,1,22,22,3550.2583,9858.1191,22.81,94.57,94160.20],
[914.6,1,22,24,3550.2583,9858.1191,22.82,95.09,94163.60],
[914.6,1,22,26,3550.2583,9858.1191,22.82,93.91,94158.53],
[914.6,1,22,28,3550.2583,9858.1191,22.87,94.38,94158.85],
[914.6,1,22,30,3550.2583,9858.1191,22.85,94.96,94157.18],
[914.6,1,22,32,3550.2583,9858.1191,22.83,95.27,94160.59],
[914.6,1,22,34,3550.2583,9858.1191,22.83,94.86,94159.88],
[914.6,1,22,36,3550.2583,9858.1191,22.84,95.39,94160.91],
[914.6,1,22,38,3550.2583,9858.1191,22.81,95.52,94157.50],
[914.6,1,22,40,3550.2583,9858.1191,22.83,95.27,94151.71],
[914.6,1,22,42,3550.2583,9858.1191,22.83,95.43,94159.56],
[914.6,1,22,44,3550.2583,9858.1191,22.83,95.86,94167.72],
[914.6,1,22,46,3550.2583,9858.1191,22.83,96.08,94160.91],
[914.6,1,22,48,3550.2583,9858.1191,22.81,95.48,94162.26],
[914.6,1,22,50,3550.2583,9858.1191,22.82,95.50,94155.12],
[914.6,1,22,52,3550.2583,9858.1191,22.83,95.50,94158.53],
[914.6,1,22,54,3550.2583,9858.1191,22.81,95.79,94159.56],
[914.6,1,22,56,3550.2583,9858.1191,22.80,96.11,94160.91],
[914.6,1,22,58,3550.2583,9858.1191,22.82,95.50,94160.91],
[914.6,1,23,0,3550.2583,9858.1191,22.81,95.65,94161.94],
[914.6,1,23,2,3550.2583,9858.1191,22.81,95.40,94159.56],
[914.6,1,23,4,3550.2583,9858.1191,22.80,95.94,94162.97],
[914.6,1,23,6,3550.2583,9858.1191,22.77,96.05,94159.24],
[914.6,1,23,8,3550.2583,9858.1191,22.79,95.87,94150.05],
[914.6,1,23,10,3550.2583,9858.1191,22.81,95.28,94159.24],
[914.6,1,23,12,3550.2583,9858.1191,22.83,95.46,94161.62],
[914.6,1,23,14,3550.2583,9858.1191,22.84,95.16,94166.37],
[914.6,1,23,16,3550.2583,9858.1191,22.86,95.04,94165.34],
[914.6,1,23,18,3550.2583,9858.1191,22.84,95.28,94159.24],
[914.6,1,23,20,3550.2583,9858.1191,22.82,95.70,94159.24],
[914.6,1,23,22,3550.2583,9858.1191,22.81,94.96,94162.65],
[914.6,1,23,24,3550.2583,9858.1191,22.91,94.10,94146.32],
[914.6,1,23,26,3550.2583,9858.1191,22.92,94.44,94152.10],
[914.6,1,23,28,3550.2583,9858.1191,22.95,93.98,94150.05],
[914.6,1,23,30,3550.2583,9858.1191,22.94,94.59,94157.89],
[914.6,1,23,32,3550.2583,9858.1191,22.93,93.93,94158.21],
[914.6,1,23,34,3550.2583,9858.1191,22.97,94.72,94155.51],
[914.6,1,23,36,3550.2583,9858.1191,22.94,94.68,94160.27],
[914.6,1,23,38,3550.2583,9858.1191,22.96,94.49,94164.71],
[914.6,1,23,40,3550.2583,9858.1191,22.98,94.27,94161.30],
[914.6,1,23,42,3550.2583,9858.1191,22.97,94.65,94156.86],
[914.6,1,23,44,3550.2583,9858.1191,22.96,94.73,94162.33],
[914.6,1,23,46,3550.2583,9858.1191,23.03,92.97,94160.27],
[914.6,1,23,48,3550.2583,9858.1191,23.07,93.29,94158.60],
[914.6,1,23,50,3550.2583,9858.1191,23.11,93.01,94152.81],
[914.6,1,23,52,3550.2583,9858.1191,23.12,93.65,94159.95],
[914.6,1,23,54,3550.2583,9858.1191,23.11,93.38,94160.98],
[914.6,1,23,56,3550.2583,9858.1191,23.10,93.19,94162.01],
[914.6,1,23,58,3550.2583,9858.1191,23.12,93.59,94162.33],
[914.6,1,24,0,3550.2583,9858.1191,23.11,93.87,94159.95],
[914.6,1,24,2,3550.2583,9858.1191,23.10,93.73,94164.39],
[914.6,1,24,4,3550.2583,9858.1191,23.10,93.80,94160.66],
[914.6,1,24,6,3550.2583,9858.1191,23.10,93.93,94157.25],
[914.6,1,24,8,3550.2583,9858.1191,23.08,94.31,94162.01],
[914.6,1,24,10,3550.2583,9858.1191,23.08,94.47,94172.55],
[914.6,1,24,12,3550.2583,9858.1191,23.08,94.64,94159.63],
[914.6,1,24,14,3550.2583,9858.1191,23.05,94.94,94160.66],
[914.6,1,24,16,3550.2583,9858.1191,23.06,94.42,94164.07],
[914.6,1,24,18,3550.2583,9858.1191,23.04,94.98,94156.93],
[914.6,1,24,20,3550.2583,9858.1191,23.02,94.77,94160.66],
[914.6,1,24,22,3550.2583,9858.1191,23.02,94.99,94157.96],
[914.6,1,24,24,3550.2583,9858.1191,23.02,95.14,94155.58],
[914.6,1,24,26,3550.2583,9858.1191,23.05,94.73,94165.81],
[914.6,1,24,28,3550.2583,9858.1191,23.00,95.04,94154.23],
[914.6,1,24,30,3550.2583,9858.1191,22.99,95.53,94155.26],
[914.6,1,24,32,3550.2583,9858.1191,22.98,95.16,94161.37],
[914.6,1,24,34,3550.2583,9858.1191,22.97,95.73,94158.99],
[914.6,1,24,36,3550.2583,9858.1191,22.98,95.09,94158.67],
[914.6,1,24,38,3550.2583,9858.1191,22.99,94.90,94151.53],
[914.6,1,24,40,3550.2583,9858.1191,22.99,95.25,94158.67],
[914.6,1,24,42,3550.2583,9858.1191,22.99,94.84,94166.84],
[914.6,1,24,44,3550.2583,9858.1191,23.00,94.46,94149.16],
[914.6,1,24,46,3550.2583,9858.1191,23.02,94.50,94162.08],
[914.6,1,24,48,3550.2583,9858.1191,23.05,93.99,94152.56],
[914.6,1,24,50,3550.2583,9858.1191,23.04,94.12,94159.70],
[914.6,1,24,52,3550.2583,9858.1191,23.05,94.16,94155.97],
[914.6,1,24,54,3550.2583,9858.1191,23.04,94.33,94154.94],
[914.6,1,24,56,3550.2583,9858.1191,23.02,95.04,94155.65],
[914.6,1,24,58,3550.2583,9858.1191,23.07,93.48,94161.44],
[914.6,1,25,0,3550.2583,9858.1191,23.07,93.76,94158.03],
[914.6,1,25,2,3550.2585,9858.1191,23.07,93.88,94158.03],
[914.6,1,25,4,3550.2585,9858.1191,23.03,94.34,94153.59],
[914.6,1,25,6,3550.2585,9858.1191,23.05,94.14,94155.65],
[914.6,1,25,8,3550.2585,9858.1191,23.05,94.05,94154.62],
[914.6,1,25,10,3550.2585,9858.1191,23.08,93.88,94154.30],
[914.6,1,25,12,3550.2585,9858.1191,23.09,93.87,94144.79],
[914.6,1,25,14,3550.2585,9858.1191,23.07,94.28,94153.27],
[914.6,1,25,16,3550.2585,9858.1191,23.06,94.74,94164.85],
[914.6,1,25,18,3550.2585,9858.1191,23.04,94.43,94151.60],
[914.6,1,25,20,3550.2585,9858.1191,23.07,94.05,94161.12],
[914.6,1,25,22,3550.2585,9858.1191,23.08,94.38,94157.39],
[914.6,1,25,24,3550.2585,9858.1191,23.07,93.47,94157.39],
[914.6,1,25,26,3550.2585,9858.1191,23.12,93.18,94149.23],
[914.6,1,25,28,3550.2585,9858.1191,23.13,93.70,94156.36],
[914.6,1,25,30,3550.2585,9858.1191,23.15,93.25,94156.36],
[914.6,1,25,32,3550.2585,9858.1191,23.15,92.68,94152.63],
[914.6,1,25,34,3550.2585,9858.1191,23.21,93.03,94147.55],
[914.6,1,25,36,3550.2585,9858.1191,23.24,92.10,94156.04],
[914.6,1,25,38,3550.2585,9858.1191,23.27,92.31,94146.53],
[914.6,1,25,40,3550.2585,9858.1191,23.25,92.11,94157.07],
[914.6,1,25,42,3550.2585,9858.1191,23.23,92.37,94150.96],
[914.6,1,25,44,3550.2585,9858.1191,23.27,92.36,94143.83],
[914.6,1,25,46,3550.2585,9858.1191,23.23,92.91,94153.34],
[914.6,1,25,48,3550.2585,9858.1191,23.23,92.90,94154.37],
[914.6,1,25,50,3550.2585,9858.1191,23.24,92.71,94148.58],
[914.6,1,25,52,3550.2585,9858.1191,23.26,92.85,94154.37],
[914.6,1,25,54,3550.2585,9858.1191,23.25,93.05,94154.05],
[914.6,1,25,56,3550.2585,9858.1191,23.23,93.02,94155.40],
[914.6,1,25,58,3550.2588,9858.1191,23.21,93.38,94151.67],
[914.6,1,26,0,3550.2588,9858.1191,23.22,93.65,94150.00],
[914.6,1,26,2,3550.2588,9858.1191,23.21,93.37,94152.70],
[914.6,1,26,4,3550.2588,9858.1191,23.21,93.59,94153.73],
[914.6,1,26,6,3550.2588,9858.1191,23.19,94.12,94158.81],
[914.6,1,26,8,3550.2588,9858.1191,23.16,93.82,94158.17],
[914.6,1,26,10,3550.2588,9858.1191,23.19,93.37,94158.49],
[914.6,1,26,12,3550.2588,9858.1191,23.27,92.42,94155.79],
[914.6,1,26,14,3550.2588,9858.1191,23.27,92.87,94155.79],
[914.6,1,26,16,3550.2588,9858.1191,23.28,92.92,94160.23],
[914.6,1,26,18,3550.2588,9858.1191,23.27,92.88,94158.17],
[914.6,1,26,20,3550.2588,9858.1191,23.26,93.42,94156.82],
[914.6,1,26,22,3550.2588,9858.1191,23.25,93.76,94154.12],
[914.6,1,26,24,3550.2588,9858.1191,23.22,94.15,94154.12],
[914.6,1,26,26,3550.2588,9858.1191,23.20,94.33,94152.77],
[914.6,1,26,28,3550.2588,9858.1191,23.18,94.66,94159.90],
