[f,da,db,dc,ga,go,t,h,p],
[914.6,1,26,30,3550.2588,9858.1191,23.15,95.10,94157.53],
[914.6,1,26,32,3550.2588,9858.1191,23.17,94.70,94155.15],
[914.6,1,26,34,3550.2588,9858.1191,23.16,94.89,94153.80],
[914.6,1,26,36,3550.2588,9858.1191,23.14,94.82,94163.31],
[914.6,1,26,38,3550.2588,9858.1191,23.16,94.56,94153.80],
[914.6,1,26,40,3550.2588,9858.1191,23.17,94.59,94154.83],
[914.6,1,26,42,3550.2588,9858.1191,23.13,94.58,94155.85],
[914.6,1,26,44,3550.2588,9858.1191,23.13,94.44,94158.23],
[914.6,1,26,46,3550.2588,9858.1191,23.15,94.86,94148.40],
[914.6,1,26,48,3550.2588,9858.1191,23.12,94.72,94150.77],
[914.6,1,26,50,3550.2588,9858.1191,23.11,94.77,94154.50],
[914.6,1,26,52,3550.2588,9858.1191,23.09,95.02,94161.32],
[914.6,1,26,54,3550.2588,9858.1191,23.09,95.26,94157.91],
[914.6,1,26,56,3550.2588,9858.1191,23.07,95.71,94152.83],
[914.6,1,26,58,3550.2588,9858.1191,23.06,95.77,94159.97],
[914.6,1,27,0,3550.2588,9858.1191,23.05,96.16,94156.24],
[914.6,1,27,2,3550.2588,9858.1191,23.03,95.51,94151.48],
[914.6,1,27,4,3550.2588,9858.1191,23.06,95.40,94151.48],
[914.6,1,27,6,3550.2588,9858.1191,23.04,96.04,94158.62],
[914.6,1,27,8,3550.2588,9858.1191,23.03,95.99,94153.86],
[914.6,1,27,10,3550.2588,9858.1191,23.02,95.77,94152.19],
[914.6,1,27,12,3550.2588,9858.1191,23.03,95.18,94164.09],
[914.6,1,27,14,3550.2588,9858.1191,23.07,95.21,94157.27],
[914.6,1,27,16,3550.2588,9858.1191,23.06,94.87,94146.40],
[914.6,1,27,18,3550.2588,9858.1191,23.06,94.89,94154.57],
[914.6,1,27,20,3550.2588,9858.1191,23.07,94.69,94157.98],
[914.6,1,27,22,3550.2588,9858.1191,23.08,94.90,94157.66],
[914.6,1,27,24,3550.2588,9858.1191,23.08,94.78,94150.52],
[914.6,1,27,26,3550.2588,9858.1191,23.08,94.96,94155.28],
[914.6,1,27,28,3550.2588,9858.1191,23.06,94.93,94159.01],
[914.6,1,27,30,3550.2588,9858.1191,23.08,94.93,94154.25],
[914.6,1,27,32,3550.2588,9858.1191,23.07,94.96,94154.25],
[914.6,1,27,34,3550.2588,9858.1191,23.06,95.23,94150.52],
[914.6,1,27,36,3550.2588,9858.1191,23.06,94.89,94159.71],
[914.6,1,27,38,3550.2588,9858.1191,23.06,94.68,94158.69],
[914.6,1,27,41,3550.2588,9858.1191,23.08,94.97,94161.06],
[914.6,1,27,43,3550.2588,9858.1191,23.05,95.13,94150.20],
[914.6,1,27,45,3550.2588,9858.1191,23.08,94.68,94152.58],
[914.6,1,27,46,3550.2588,9858.1191,23.06,95.21,94155.98],
[914.6,1,27,48,3550.2588,9858.1191,23.06,95.43,94160.74],
[914.6,1,27,51,3550.2588,9858.1191,23.04,95.53,94158.36],
[914.6,1,27,53,3550.2588,9858.1191,23.03,95.48,94157.33],
[914.6,1,27,55,3550.2588,9858.1191,23.02,95.80,94153.60],
[914.6,1,27,56,3550.2588,9858.1191,23.01,95.95,94166.53],
[914.6,1,27,59,3550.2588,9858.1191,23.01,95.54,94155.66],
[914.6,1,28,1,3550.2588,9858.1191,23.01,95.60,94154.31],
[914.6,1,28,3,3550.2588,9858.1191,23.01,95.75,94155.66],
[914.6,1,28,5,3550.2588,9858.1191,23.00,96.03,94155.34],
[914.6,1,28,7,3550.2588,9858.1191,23.00,96.09,94163.83],
[914.6,1,28,9,3550.2588,9858.1191,23.00,96.13,94159.39],
[914.6,1,28,11,3550.2588,9858.1191,22.98,96.13,94158.75],
[914.6,1,28,13,3550.2588,9858.1191,22.97,96.51,94159.07],
[914.6,1,28,15,3550.2588,9858.1191,22.96,96.39,94155.34],
[914.6,1,28,17,3550.2588,9858.1191,22.98,96.11,94161.45],
[914.6,1,28,19,3550.2588,9858.1191,22.97,96.41,94162.48],
[914.6,1,28,21,3550.2588,9858.1191,22.95,96.27,94169.30],
[914.6,1,28,23,3550.2588,9858.1191,22.96,96.53,94165.57],
[914.6,1,28,25,3550.2588,9858.1191,22.94,96.85,94165.89],
[914.6,1,28,27,3550.2588,9858.1191,22.93,96.92,94158.75],
[914.6,1,28,29,3550.2588,9858.1191,22.92,97.10,94156.05],
[914.6,1,28,31,3550.2588,9858.1191,22.94,96.71,94164.54],
[914.6,1,28,33,3550.2588,9858.1191,22.94,96.80,94158.43],
[914.6,1,28,35,3550.2588,9858.1191,22.98,96.02,94158.43],
[914.6,1,28,37,3550.2588,9858.1191,22.95,96.25,94161.84],
[914.6,1,28,39,3550.2588,9858.1191,22.97,95.97,94152.64],
[914.6,1,28,41,3550.2588,9858.1191,23.00,95.12,94158.43],
[914.6,1,28,43,3550.2588,9858.1191,23.02,95.44,94159.46],
[914.6,1,28,45,3550.2588,9858.1191,23.02,95.35,94156.05],
[914.6,1,28,47,3550.2588,9858.1191,23.04,95.04,94157.08],
[914.6,1,28,49,3550.2588,9858.1191,23.06,95.39,94166.92],
[914.6,1,28,51,3550.2588,9858.1191,23.05,94.91,94162.86],
[914.6,1,28,53,3550.2588,9858.1191,23.07,94.81,94164.92],
[914.6,1,28,55,3550.2588,9858.1191,23.07,95.07,94164.22],
[914.6,1,28,57,3550.2588,9858.1191,23.07,95.24,94159.13],
[914.6,1,28,59,3550.2588,9858.1191,23.05,95.56,94158.11],
[914.6,1,29,1,3550.2588,9858.1191,23.05,95.39,94167.62],
[914.6,1,29,3,3550.2588,9858.1191,23.04,95.36,94167.62],
[914.6,1,29,5,3550.2588,9858.1191,23.10,94.67,94163.89],
[914.6,1,29,7,3550.2588,9858.1191,23.12,94.75,94169.68],
[914.6,1,29,9,3550.2588,9858.1191,23.10,95.28,94155.40],
[914.6,1,29,11,3550.2588,9858.1191,23.13,94.37,94162.54],
[914.6,1,29,13,3550.2588,9858.1191,23.15,94.56,94170.00],
[914.6,1,29,15,3550.2588,9858.1191,23.13,94.95,94172.06],
[914.6,1,29,17,3550.2588,9858.1191,23.11,95.01,94167.30],
[914.6,1,29,19,3550.2588,9858.1191,23.11,94.85,94172.06],
[914.6,1,29,21,3550.2588,9858.1191,23.11,95.06,94165.95],
[914.6,1,29,23,3550.2588,9858.1191,23.11,95.04,94161.19],
[914.6,1,29,25,3550.2588,9858.1191,23.10,94.70,94165.95],
[914.6,1,29,27,3550.2588,9858.1191,23.11,94.95,94166.98],
[914.6,1,29,29,3550.2588,9858.1191,23.12,94.83,94161.19],
[914.6,1,29,31,3550.2588,9858.1191,23.10,95.35,94165.95],
[914.6,1,29,33,3550.2588,9858.1191,23.08,95.32,94171.74],
[914.6,1,29,35,3550.2588,9858.1191,23.11,95.03,94166.98],
[914.6,1,29,37,3550.2588,9858.1191,23.11,95.53,94163.57],
[914.6,1,29,39,3550.2588,9858.1191,23.15,94.36,94164.28],
[914.6,1,29,41,3550.2588,9858.1191,23.18,94.09,94159.84],
[914.6,1,29,43,3550.2588,9858.1191,23.19,94.49,94165.63],
[914.6,1,29,45,3550.2588,9858.1191,23.18,94.77,94175.15],
[914.6,1,29,47,3550.2588,9858.1191,23.17,94.93,94168.01],
[914.6,1,29,49,3550.2588,9858.1191,23.17,94.49,94169.36],
[914.6,1,29,51,3550.2588,9858.1191,23.18,94.45,94174.83],
[914.6,1,29,53,3550.2588,9858.1191,23.19,94.51,94163.25],
[914.6,1,29,55,3550.2588,9858.1191,23.16,94.93,94164.60],
[914.6,1,29,57,3550.2588,9858.1191,23.16,94.82,94162.93],
[914.6,1,29,59,3550.2588,9858.1191,23.17,95.09,94171.42],
[914.6,1,30,1,3550.2588,9858.1191,23.15,95.51,94162.93],
[914.6,1,30,3,3550.2588,9858.1191,23.13,95.43,94167.69],
[914.6,1,30,5,3550.2588,9858.1191,23.14,94.48,94159.20],
[914.6,1,30,7,3550.2588,9858.1191,23.18,94.40,94163.96],
[914.6,1,30,9,3550.2588,9858.1191,23.19,94.08,94171.10],
[914.6,1,30,11,3550.2588,9858.1191,23.19,94.27,94167.69],
[914.6,1,30,13,3550.2588,9858.1191,23.19,94.77,94172.12],
[914.6,1,30,15,3550.2588,9858.1191,23.19,94.79,94166.01],
[914.6,1,30,17,3550.2588,9858.1191,23.19,94.64,94166.34],
[914.6,1,30,19,3550.2588,9858.1191,23.20,94.31,94169.74],
[914.6,1,30,21,3550.2588,9858.1191,23.19,94.51,94166.34],
[914.6,1,30,23,3550.2588,9858.1191,23.21,94.00,94174.18],
[914.6,1,30,25,3550.2588,9858.1191,23.23,94.00,94171.80],
[914.6,1,30,27,3550.2588,9858.1191,23.23,94.30,94172.12],
[914.6,1,30,29,3550.2588,9858.1191,23.21,94.38,94167.04],
[914.6,1,30,31,3550.2588,9858.1191,23.21,94.64,94173.15],
[914.6,1,30,33,3550.2588,9858.1191,23.19,94.97,94168.07],
[914.6,1,30,35,3550.2588,9858.1191,23.22,94.50,94166.01],
[914.6,1,30,37,3550.2588,9858.1191,23.20,94.56,94170.77],
[914.6,1,30,39,3550.2588,9858.1191,23.23,94.15,94164.66],
[914.6,1,30,41,3550.2588,9858.1191,23.24,94.05,94163.31],
[914.6,1,30,43,3550.2588,9858.1191,23.23,94.09,94169.42],
[914.6,1,30,45,3550.2588,9858.1191,23.23,94.57,94167.75],
[914.6,1,30,47,3550.2588,9858.1191,23.22,94.58,94170.45],
[914.6,1,30,49,3550.2588,9858.1191,23.23,94.48,94170.45],
[914.6,1,30,51,3550.2588,9858.1191,23.22,94.98,94168.07],
[914.6,1,30,53,3550.2588,9858.1191,23.20,95.06,94172.83],
[914.6,1,30,55,3550.2588,9858.1191,23.18,95.10,94172.83],
[914.6,1,30,57,3550.2588,9858.1191,23.19,95.26,94171.16],
[914.6,1,30,59,3550.2588,9858.1191,23.17,95.53,94184.41],
[914.6,1,31,1,3550.2588,9858.1191,23.17,95.58,94169.10],
[914.6,1,31,3,3550.2588,9858.1191,23.16,95.72,94170.13],
[914.6,1,31,5,3550.2588,9858.1191,23.16,95.67,94170.13],
[914.6,1,31,7,3550.2588,9858.1191,23.16,95.62,94173.86],
[914.6,1,31,9,3550.2588,9858.1191,23.14,96.01,94168.78],
[914.6,1,31,11,3550.2588,9858.1191,23.12,96.18,94177.27],
[914.6,1,31,13,3550.2588,9858.1191,23.12,95.71,94172.51],
[914.6,1,31,15,3550.2588,9858.1191,23.13,95.94,94175.92],
[914.6,1,31,17,3550.2588,9858.1191,23.12,95.71,94178.30],
[914.6,1,31,19,3550.2588,9858.1191,23.12,95.67,94172.19],
[914.6,1,31,21,3550.2588,9858.1191,23.15,95.01,94174.57],
[914.6,1,31,23,3550.2588,9858.1191,23.18,94.89,94168.46],
[914.6,1,31,25,3550.2588,9858.1191,23.18,94.83,94172.89],
[914.6,1,31,27,3550.2588,9858.1191,23.17,95.10,94172.19],
[914.6,1,31,29,3550.2588,9858.1191,23.18,95.31,94179.33],
[914.6,1,31,31,3550.2588,9858.1191,23.16,95.46,94172.89],
[914.6,1,31,33,3550.2588,9858.1191,23.16,95.17,94183.76],
[914.6,1,31,35,3550.2588,9858.1191,23.16,95.21,94173.22],
[914.6,1,31,37,3550.2588,9858.1191,23.17,95.39,94170.51],
[914.6,1,31,39,3550.2588,9858.1191,23.15,95.43,94174.24],
[914.6,1,31,41,3550.2588,9858.1191,23.15,95.51,94167.10],
[914.6,1,31,43,3550.2588,9858.1191,23.14,95.49,94179.00],
[914.6,1,31,45,3550.2588,9858.1191,23.14,94.93,94172.89],
[914.6,1,31,47,3550.2588,9858.1191,23.16,95.05,94176.30],
[914.6,1,31,49,3550.2588,9858.1191,23.16,95.15,94183.44],
[914.6,1,31,51,3550.2588,9858.1191,23.17,94.64,94184.47],
[914.6,1,31,53,3550.2588,9858.1191,23.22,94.42,94169.16],
[914.6,1,31,55,3550.2588,9858.1191,23.24,94.11,94171.86],
[914.6,1,31,57,3550.2588,9858.1191,23.23,94.18,94172.57],
[914.6,1,31,59,3550.2588,9858.1191,23.24,94.30,94173.92],
[914.6,1,32,1,3550.2588,9858.1191,23.25,94.36,94173.92],
[914.6,1,32,3,3550.2588,9858.1191,23.23,94.44,94183.44],
[914.6,1,32,5,3550.2588,9858.1191,23.24,94.59,94174.95],
[914.6,1,32,7,3550.2588,9858.1191,23.22,95.16,94171.22],
[914.6,1,32,9,3550.2588,9858.1191,23.23,95.29,94175.98],
[914.6,1,32,11,3550.2588,9858.1191,23.22,95.76,94174.63],
[914.6,1,32,13,3550.2588,9858.1191,23.20,95.39,94178.36],
[914.6,1,32,15,3550.2588,9858.1191,23.20,95.67,94175.98],
[914.6,1,32,17,3550.2588,9858.1191,23.20,95.26,94175.98],
[914.6,1,32,19,3550.2588,9858.1191,23.19,95.67,94177.01],
[914.6,1,32,21,3550.2588,9858.1191,23.18,95.57,94183.12],
[914.6,1,32,23,3550.2588,9858.1191,23.19,95.77,94172.25],
[914.6,1,32,25,3550.2588,9858.1191,23.19,95.53,94178.04],
[914.6,1,32,27,3550.2588,9858.1191,23.17,95.57,94185.18],
[914.6,1,32,29,3550.2588,9858.1191,23.16,95.81,94178.04],
[914.6,1,32,31,3550.2588,9858.1191,23.16,96.54,94174.63],
[914.6,1,32,33,3550.2588,9858.1191,23.18,95.76,94174.30],
[914.6,1,32,35,3550.2588,9858.1191,23.27,94.47,94174.30],
[914.6,1,32,37,3550.2588,9858.1191,23.28,94.32,94166.14],
[914.6,1,32,39,3550.2588,9858.1191,23.30,94.62,94167.16],
[914.6,1,32,41,3550.2588,9858.1191,23.28,94.78,94176.69],
[914.6,1,32,43,3550.2588,9858.1191,23.28,94.68,94176.69],
[914.6,1,32,45,3550.2588,9858.1191,23.28,94.69,94171.92],
[914.6,1,32,47,3550.2588,9858.1191,23.29,94.73,94172.95],
[914.6,1,32,49,3550.2588,9858.1191,23.28,95.24,94179.07],
[914.6,1,32,51,3550.2588,9858.1191,23.27,95.38,94182.47],
[914.6,1,32,53,3550.2588,9858.1191,23.27,94.82,94175.33],
[914.6,1,32,55,3550.2588,9858.1191,23.28,95.71,94169.54],
[914.6,1,32,57,3550.2588,9858.1191,23.27,95.29,94176.36],
[914.6,1,32,59,3550.2588,9858.1191,23.28,95.53,94177.39],
[914.6,1,33,1,3550.2588,9858.1191,23.28,95.24,94170.25],
[914.6,1,33,3,3550.2588,9858.1191,23.29,94.43,94170.25],
[914.6,1,33,5,3550.2588,9858.1191,23.33,94.19,94165.49],
[914.6,1,33,7,3550.2588,9858.1191,23.35,94.06,94160.73],
[914.6,1,33,9,3550.2588,9858.1191,23.35,94.09,94165.49],
[914.6,1,33,11,3550.2588,9858.1191,23.37,93.83,94170.25],
[914.6,1,33,13,3550.2588,9858.1191,23.41,93.15,94173.66],
[914.6,1,33,15,3550.2588,9858.1191,23.42,93.82,94172.63],
[914.6,1,33,17,3550.2588,9858.1191,23.40,94.45,94177.07],
[914.6,1,33,19,3550.2588,9858.1191,23.40,94.93,94173.66],
[914.6,1,33,21,3550.2588,9858.1191,23.36,94.78,94170.96],
[914.6,1,33,23,3550.2588,9858.1191,23.38,94.83,94172.31],
[914.6,1,33,25,3550.2588,9858.1191,23.37,95.10,94174.69],
[914.6,1,33,27,3550.2588,9858.1191,23.36,94.76,94170.96],
[914.6,1,33,29,3550.2588,9858.1191,23.35,95.19,94168.58],
[914.6,1,33,31,3550.2588,9858.1191,23.35,95.22,94174.36],
[914.6,1,33,33,3550.2588,9858.1191,23.33,94.85,94173.34],
[914.6,1,33,35,3550.2588,9858.1191,23.40,94.15,94165.17],
[914.6,1,33,37,3550.2588,9858.1191,23.43,93.48,94174.36],
[914.6,1,33,39,3550.2588,9858.1191,23.43,94.09,94173.01],
[914.6,1,33,41,3550.2588,9858.1191,23.44,93.79,94176.42],
[914.6,1,33,43,3550.2588,9858.1191,23.46,93.02,94167.55],
[914.6,1,33,45,3550.2588,9858.1191,23.46,93.57,94170.96],
[914.6,1,33,47,3550.2588,9858.1191,23.47,92.69,94163.81],
[914.6,1,33,49,3550.2588,9858.1191,23.54,92.77,94170.63],
[914.6,1,33,51,3550.2588,9858.1191,23.54,92.12,94166.90],
[914.6,1,33,53,3550.2588,9858.1191,23.58,92.35,94162.14],
[914.6,1,33,55,3550.2588,9858.1191,23.60,92.23,94170.31],
[914.6,1,33,57,3550.2588,9858.1191,23.60,92.44,94170.31],
[914.6,1,33,59,3550.2588,9858.1191,23.58,92.45,94163.17],
[914.6,1,34,1,3550.2588,9858.1191,23.57,92.67,94176.10],
[914.6,1,34,3,3550.2588,9858.1191,23.58,92.54,94174.75],
[914.6,1,34,5,3550.2588,9858.1191,23.56,92.98,94164.20],
[914.6,1,34,7,3550.2588,9858.1191,23.55,93.54,94174.75],
[914.6,1,34,9,3550.2588,9858.1191,23.54,93.74,94168.96],
[914.6,1,34,11,3550.2588,9858.1191,23.53,93.84,94168.96],
[914.6,1,34,13,3550.2588,9858.1191,23.57,92.89,94168.96],
[914.6,1,34,15,3550.2588,9858.1191,23.59,92.70,94174.75],
[914.6,1,34,17,3550.2588,9858.1191,23.61,92.39,94158.08],
[914.6,1,34,19,3550.2588,9858.1191,23.62,92.05,94179.18],
[914.6,1,34,21,3550.2588,9858.1191,23.62,91.68,94173.07],
[914.6,1,34,23,3550.2588,9858.1191,23.68,90.93,94175.78],
[914.6,1,34,25,3550.2588,9858.1191,23.69,91.43,94169.66],
[914.6,1,34,27,3550.2588,9858.1191,23.72,90.38,94163.55],
[914.6,1,34,29,3550.2588,9858.1191,23.76,90.73,94165.93],
[914.6,1,34,31,3550.2588,9858.1191,23.73,91.48,94168.31],
[914.6,1,34,33,3550.2588,9858.1191,23.71,92.35,94164.58],
[914.6,1,34,35,3550.2588,9858.1191,23.68,92.97,94166.96],
[914.6,1,34,37,3550.2588,9858.1191,23.69,92.72,94165.93],
[914.6,1,34,39,3550.2588,9858.1191,23.69,92.89,94173.78],
[914.6,1,34,41,3550.2588,9858.1191,23.67,92.68,94169.02],
[914.6,1,34,43,3550.2588,9858.1191,23.68,92.23,94177.19],
[914.6,1,34,45,3550.2588,9858.1191,23.69,92.56,94170.37],
[914.6,1,34,47,3550.2588,9858.1191,23.69,92.61,94162.90],
[914.6,1,34,49,3550.2588,9858.1191,23.67,92.69,94163.93],
[914.6,1,34,51,3550.2588,9858.1191,23.68,92.75,94172.42],
[914.6,1,34,53,3550.2588,9858.1191,23.65,92.96,94162.90],
[914.6,1,34,55,3550.2588,9858.1191,23.65,93.32,94173.13],
[914.6,1,34,57,3550.2588,9858.1191,23.65,92.03,94171.07],
[914.6,1,34,59,3550.2588,9858.1191,23.68,92.20,94167.34],
[914.6,1,35,1,3550.2588,9858.1191,23.69,92.31,94173.13],
[914.6,1,35,3,3550.2588,9858.1191,23.66,92.71,94168.37],
[914.6,1,35,5,3550.2588,9858.1182,23.66,93.04,94157.49],
[914.6,1,35,7,3550.2588,9858.1182,23.65,92.91,94169.40],
[914.6,1,35,9,3550.2588,9858.1182,23.64,93.18,94164.64],
[914.6,1,35,11,3550.2588,9858.1182,23.64,92.88,94171.78],
[914.6,1,35,13,3550.2588,9858.1182,23.65,92.43,94165.66],
[914.6,1,35,15,3550.2588,9858.1182,23.66,91.85,94178.27],
[914.6,1,35,17,3550.2588,9858.1182,23.69,91.71,94168.75],
[914.6,1,35,19,3550.2588,9858.1182,23.71,92.30,94161.61],
[914.6,1,35,21,3550.2588,9858.1182,23.69,92.37,94171.13],
[914.6,1,35,23,3550.2588,9858.1182,23.66,93.10,94170.10],
[914.6,1,35,25,3550.2588,9858.1182,23.68,92.64,94168.75],
[914.6,1,35,27,3550.2588,9858.1182,23.65,92.69,94160.58],
[914.6,1,35,29,3550.2588,9858.1182,23.64,92.78,94168.42],
[914.6,1,35,31,3550.2588,9858.1182,23.64,92.95,94166.04],
[914.6,1,35,33,3550.2588,9858.1182,23.64,92.97,94167.40],
[914.6,1,35,35,3550.2588,9858.1182,23.63,93.05,94170.81],
[914.6,1,35,37,3550.2588,9858.1182,23.62,93.27,94176.27],
[914.6,1,35,39,3550.2588,9858.1182,23.60,93.36,94167.07],
[914.6,1,35,41,3550.2588,9858.1182,23.60,93.07,94167.07],
[914.6,1,35,43,3550.2588,9858.1182,23.63,92.76,94165.72],
[914.6,1,35,45,3550.2588,9858.1182,23.62,92.71,94166.75],
[914.6,1,35,47,3550.2588,9858.1182,23.61,92.84,94165.40],
[914.6,1,35,49,3550.2588,9858.1182,23.62,93.36,94173.89],
[914.6,1,35,51,3550.2588,9858.1182,23.61,93.36,94165.40],
[914.6,1,35,53,3550.2588,9858.1182,23.60,93.06,94166.42],
[914.6,1,35,55,3550.2588,9858.1182,23.61,93.46,94163.34],
[914.6,1,35,57,3550.2588,9858.1182,23.62,92.88,94172.21],
[914.6,1,35,59,3550.2588,9858.1182,23.63,93.20,94159.60],
[914.6,1,36,1,3550.2588,9858.1182,23.61,93.31,94168.80],
[914.6,1,36,3,3550.2588,9858.1182,23.64,92.82,94162.69],
[914.6,1,36,5,3550.2588,9858.1182,23.65,92.45,94164.75],
[914.6,1,36,7,3550.2588,9858.1182,23.63,92.77,94164.75],
[914.6,1,36,9,3550.2588,9858.1182,23.62,93.25,94166.10],
[914.6,1,36,11,3550.2588,9858.1182,23.63,92.98,94174.27],
[914.6,1,36,13,3550.2588,9858.1182,23.61,92.99,94163.39],
[914.6,1,36,15,3550.2588,9858.1182,23.62,93.57,94166.80],
[914.6,1,36,17,3550.2588,9858.1182,23.61,93.98,94164.75],
[914.6,1,36,19,3550.2588,9858.1182,23.61,93.40,94157.60],
[914.6,1,36,21,3550.2588,9858.1182,23.64,93.10,94167.83],
[914.6,1,36,23,3550.2588,9858.1182,23.61,93.21,94165.45],
[914.6,1,36,25,3550.2588,9858.1182,23.62,93.07,94161.01],
[914.6,1,36,27,3550.2588,9858.1182,23.61,92.90,94160.36],
[914.6,1,36,29,3550.2588,9858.1182,23.62,92.70,94165.12],
[914.6,1,36,31,3550.2588,9858.1182,23.61,92.42,94170.21],
[914.6,1,36,33,3550.2588,9858.1182,23.66,92.28,94166.48],
[914.6,1,36,35,3550.2588,9858.1182,23.65,92.42,94164.10],
[914.6,1,36,37,3550.2588,9858.1182,23.65,92.37,94163.77],
[914.6,1,36,39,3550.2588,9858.1182,23.63,92.98,94155.28],
[914.6,1,36,41,3550.2588,9858.1182,23.64,93.45,94161.39],
[914.6,1,36,43,3550.2588,9858.1182,23.62,94.18,94168.53],
[914.6,1,36,45,3550.2588,9858.1182,23.61,94.70,94160.04],
[914.6,1,36,47,3550.2588,9858.1182,23.60,94.53,94161.07],
[914.6,1,36,49,3550.2588,9858.1182,23.59,94.54,94161.07],
[914.6,1,36,51,3550.2588,9858.1182,23.59,94.44,94162.42],
[914.6,1,36,53,3550.2588,9858.1182,23.59,94.82,94163.45],
[914.6,1,36,55,3550.2588,9858.1182,23.58,94.61,94169.24],
[914.6,1,36,57,3550.2588,9858.1182,23.58,94.42,94159.71],
[914.6,1,36,59,3550.2588,9858.1182,23.57,94.75,94164.15],
[914.6,1,37,1,3550.2588,9858.1182,23.56,94.40,94160.42],
[914.6,1,37,3,3550.2588,9858.1182,23.56,94.17,94166.53],
[914.6,1,37,5,3550.2588,9858.1182,23.57,94.61,94168.59],
[914.6,1,37,7,3550.2588,9858.1182,23.56,94.66,94162.80],
[914.6,1,37,9,3550.2588,9858.1182,23.56,94.06,94163.12],
[914.6,1,37,11,3550.2588,9858.1182,23.56,94.50,94164.15],
[914.6,1,37,13,3550.2588,9858.1182,23.55,94.13,94164.85],
[914.6,1,37,15,3550.2588,9858.1182,23.56,94.91,94159.06],
[914.6,1,37,17,3550.2588,9858.1182,23.56,94.23,94169.94],
[914.6,1,37,19,3550.2588,9858.1182,23.55,94.36,94155.65],
[914.6,1,37,21,3550.2588,9858.1182,23.57,93.63,94166.21],
[914.6,1,37,23,3550.2588,9858.1182,23.57,93.73,94156.68],
[914.6,1,37,25,3550.2588,9858.1182,23.56,93.83,94161.44],
[914.6,1,37,27,3550.2588,9858.1182,23.55,93.87,94152.95],
[914.6,1,37,29,3550.2588,9858.1182,23.57,93.42,94168.26],
[914.6,1,37,31,3550.2588,9858.1182,23.57,93.31,94156.36],
[914.6,1,37,33,3550.2588,9858.1182,23.56,92.71,94162.15],
[914.6,1,37,35,3550.2588,9858.1182,23.58,93.43,94157.38],
[914.6,1,37,37,3550.2588,9858.1182,23.60,92.67,94160.79],
[914.6,1,37,39,3550.2588,9858.1182,23.61,92.95,94167.94],
[914.6,1,37,41,3550.2588,9858.1182,23.61,92.26,94158.41],
[914.6,1,37,43,3550.2588,9858.1182,23.61,92.25,94164.20],
[914.6,1,37,45,3550.2588,9858.1182,23.65,92.06,94162.85],
[914.6,1,37,47,3550.2588,9858.1182,23.64,92.08,94158.09],
[914.6,1,37,49,3550.2588,9858.1182,23.65,92.14,94161.50],
[914.6,1,37,51,3550.2588,9858.1182,23.63,92.25,94158.09],
[914.6,1,37,53,3550.2588,9858.1182,23.64,92.15,94162.85],
[914.6,1,37,55,3550.2588,9858.1182,23.65,92.18,94159.11],
[914.6,1,37,57,3550.2588,9858.1182,23.67,91.09,94150.94],
[914.6,1,37,59,3550.2588,9858.1182,23.74,90.98,94155.70],
[914.6,1,38,1,3550.2588,9858.1182,23.77,90.79,94161.50],
[914.6,1,38,3,3550.2588,9858.1182,23.75,91.06,94155.70],
[914.6,1,38,5,3550.2588,9858.1182,23.73,91.85,94153.00],
[914.6,1,38,7,3550.2588,9858.1182,23.72,92.75,94153.00],
[914.6,1,38,9,3550.2588,9858.1182,23.72,92.87,94161.17],
[914.6,1,38,11,3550.2588,9858.1182,23.68,93.13,94164.58],
[914.6,1,38,13,3550.2588,9858.1182,23.69,92.89,94169.34],
[914.6,1,38,15,3550.2588,9858.1182,23.69,92.69,94157.43],
[914.6,1,38,17,3550.2588,9858.1182,23.71,92.64,94159.82],
[914.6,1,38,19,3550.2588,9858.1182,23.70,91.46,94159.82],
[914.6,1,38,21,3550.2588,9858.1182,23.71,92.30,94159.82],
[914.6,1,38,23,3550.2588,9858.1182,23.74,91.03,94155.05],
[914.6,1,38,25,3550.2588,9858.1182,23.75,91.71,94157.43],
[914.6,1,38,27,3550.2588,9858.1182,23.74,91.66,94162.20],
[914.6,1,38,29,3550.2588,9858.1182,23.74,91.70,94153.37],
[914.6,1,38,31,3550.2588,9858.1182,23.72,92.25,94161.55],
[914.6,1,38,33,3550.2588,9858.1182,23.72,92.52,94161.55],
[914.6,1,38,35,3550.2588,9858.1182,23.70,92.63,94155.76],
[914.6,1,38,37,3550.2588,9858.1182,23.71,92.29,94156.08],
[914.6,1,38,39,3550.2588,9858.1182,23.72,92.41,94154.73],
[914.6,1,38,41,3550.2588,9858.1182,23.69,93.15,94152.02],
[914.6,1,38,43,3550.2585,9858.1182,23.68,92.91,94159.17],
[914.6,1,38,45,3550.2585,9858.1182,23.67,93.35,94153.37]
