# Start Aug 13 2023 23:18:51 UTC 6mi S of Arnett, OK
# Rabbit1,1
# https://sswa.tv/wxlogs
[f,da,db,dc,ga,go,t,h,p],
[914.6,23,31,1,3602.5569,9945.3691,21.59,96.64,93163.26],
[914.6,23,31,3,3602.5569,9945.3691,21.60,96.91,93160.89],
[914.6,23,31,5,3602.5569,9945.3691,21.58,96.87,93149.37],
[914.6,23,31,7,3602.5569,9945.3691,21.58,96.73,93144.63],
[914.6,23,31,9,3602.5569,9945.3691,21.57,96.72,93141.24],
[914.6,23,31,11,3602.5569,9945.3691,21.55,96.46,93132.79],
[914.6,23,31,13,3602.5569,9945.3691,21.54,96.60,93133.11],
[914.6,23,31,15,3602.5569,9945.3691,21.57,96.91,93141.56],
[914.6,23,db,17,3602.5569,9945.3691,21.58,97.32,93136.82],
[914.6,23,31,19,3602.5569,9945.3691,21.56,97.58,93135.80],
[914.6,23,31,21,3602.5569,9945.3691,21.59,97.75,93126.32],
[914.6,23,31,23,3602.5569,9945.3691,21.56,97.29,93133.43],
[914.6,23,31,25,3602.5569,9945.3691,21.52,97.14,93137.15],
[914.6,23,31,27,3602.5569,9945.3691,21.51,98.19,93137.15],
[914.6,23,31,29,3602.5569,9945.3691,t,98.39,93132.41],
[914.6,23,31,31,3602.5569,9945.3691,21.46,99.21,93129.02],
[914.6,23,31,33,3602.5569,9945.3691,21.45,99.80,93125.95],
[914.6,23,31,35,3602.5569,9945.3691,21.44,100.00,93128.69],
[914.6,23,31,37,3602.5569,9945.3691,21.42,100.00,93126.65],
[914.6,23,31,39,3602.5569,9945.3691,21.40,100.00,93123.25],
[914.6,23,31,41,3602.5569,9945.3691,21.40,100.00,93125.62],
[914.6,23,31,43,3602.5569,9945.3691,21.39,100.00,93122.23],
[914.6,23,31,45,3602.5569,9945.3691,21.36,100.00,93126.97],
[914.6,23,31,47,3602.5569,9945.3691,21.36,100.00,93122.23],
[914.6,23,31,49,3602.5569,9945.3691,21.36,100.00,93117.82],
[914.6,23,31,51,3602.5569,9945.3691,21.31,100.00,93119.86],
[914.6,23,31,53,3602.5569,9945.3691,21.28,100.00,93130.68],
[914.6,23,31,55,3602.5569,9945.3691,21.28,100.00,93118.84],
[914.6,23,31,57,3602.5569,9945.3691,21.27,100.00,93123.58],
[914.6,23,31,59,3602.5569,9945.3691,21.27,100.00,93121.85],
[914.6,23,32,1,3602.5569,9945.3691,21.27,100.00,93125.25],
[914.6,23,32,3,3602.5569,9945.3691,21.28,100.00,93120.51],
[914.6,23,32,5,3602.5569,9945.3691,21.29,100.00,93121.53],
[914.6,23,32,7,3602.5569,9945.3691,21.30,100.00,93115.77],
[914.6,23,db,9,3602.5569,9945.3691,21.30,100.00,93115.77],
[914.6,23,32,11,3602.5569,9945.3691,21.33,100.00,93115.77],
[914.6,23,32,13,3602.5569,9945.3691,21.32,100.00,93106.62],
[914.6,23,32,15,3602.5569,9945.3691,21.31,100.00,93113.40],
[914.6,23,32,17,3602.5569,9945.3691,21.32,100.00,93119.48],
[914.6,23,32,19,3602.5569,9945.3691,21.34,100.00,93105.27],
[914.6,23,32,21,3602.5569,9945.3691,21.35,100.00,93108.99],
[914.6,23,32,23,3602.5569,9945.3691,21.38,100.00,93107.64],
[914.6,23,32,25,3602.5569,9945.3691,21.38,100.00,93113.40],
[914.6,23,32,27,3602.5569,9945.3691,21.40,100.00,93100.53],
[914.6,23,32,29,3602.5569,9945.3691,21.42,100.00,93104.95],
[914.6,23,32,31,3602.5569,9945.3691,21.43,100.00,93106.30],
[914.6,23,32,33,3602.5569,9945.3691,21.44,100.00,93104.25],
[914.6,23,32,35,3602.5571,9945.3691,21.45,100.00,93100.86],
[914.6,23,32,37,3602.5571,9945.3691,21.44,100.00,93107.32],
[914.6,23,32,39,3602.5571,9945.3691,21.45,100.00,93100.53],
[914.6,23,32,41,3602.5571,9945.3691,21.46,100.00,93103.93],
[914.6,23,32,43,3602.5571,9945.3691,21.47,100.00,93105.27],
[914.6,23,32,45,3602.5571,9945.3691,21.48,100.00,93105.27],
[914.6,23,32,47,3602.5571,9945.3691,21.49,100.00,93096.82],
[914.6,23,32,49,3602.5571,9945.3691,21.49,100.00,93093.11],
[914.6,23,32,51,3602.5571,9945.3691,21.50,100.00,93099.19],
[914.6,23,32,53,3602.5571,9945.3691,21.51,100.00,93099.19],
[914.6,23,32,55,3602.5571,9945.3691,21.50,100.00,93087.35],
[914.6,23,32,57,3602.5571,9945.3691,21.50,100.00,93096.82],
[914.6,23,32,59,3602.5571,9945.3691,21.50,100.00,93090.74],
[914.6,23,33,1,3602.5571,9945.3691,21.50,100.00,93094.45],
[914.6,23,33,3,3602.5571,9945.3691,21.52,100.00,93094.13],
[914.6,23,33,5,3602.5571,9945.3691,21.51,100.00,93084.98],
[914.6,23,33,7,3602.5571,9945.3691,21.52,100.00,93091.76],
[914.6,23,33,9,3602.5571,9945.3691,21.51,100.00,93094.13],
[914.6,23,33,11,3602.5571,9945.3691,21.50,100.00,93087.02]
